"Stat_ID","Station_Name","River","Start_Date","End_Date","split","source","Contact.Link","comment","Area_km2","Easting_X","Norting_Y","dem_mean","Qobs_mm_a"
"9316264","EVERSBURG","HASE","2000-01-02","2017-12-30","Training","Niedersächsischer Landesbetrieb für Wasserwirtschaft, Küsten- und Naturschutz (NLWKN)","pressestelle@nlwkn.niedersachsen.de","Niedersachsen https://www.pegelonline.nlwkn.niedersachsen.de/Pegel/Binnenpegel/ID/264",323,4229050,5802950,107.96,379.33
"9316265","HERZLAKE","HASE","1937-11-01","2019-01-01","Validation","GRDC","https://grdc.bafg.de/","",2218,4202550,5847950,58.29,297.5
"9316270","UPTLOH","LAGER-HASE","2000-01-02","2017-12-30","Validation","Niedersächsischer Landesbetrieb für Wasserwirtschaft, Küsten- und Naturschutz (NLWKN)","pressestelle@nlwkn.niedersachsen.de","niedersachsen https://www.pegelonline.nlwkn.niedersachsen.de/Pegel/Binnenpegel/ID/567",515,4230421.96,5849219.19,39.72,261.74
"9316271","WERSEN","DUTE","2000-01-02","2017-12-30","Training","Niedersächsischer Landesbetrieb für Wasserwirtschaft, Küsten- und Naturschutz (NLWKN)","pressestelle@nlwkn.niedersachsen.de","Niedersachsen https://www.pegelonline.nlwkn.niedersachsen.de/Pegel/Binnenpegel/ID/264",229,4223933.53,5806080.81,106.48,345.9
"9316273","VERSEN-WEHRDURCHSTICH","EMS","2000-01-01","2019-12-31","Validation","Niedersächsischer Landesbetrieb für Wasserwirtschaft, Küsten- und Naturschutz (NLWKN)","pressestelle@nlwkn.niedersachsen.de","Niedersachsen https://www.pegelonline.nlwkn.niedersachsen.de/Pegel/Binnenpegel/ID/574",8469,4178550,5855250,60.7,301.58
"9316284","NEUENHAUS-WEHR","VECHTE","2000-01-02","2017-12-30","Validation","Niedersächsischer Landesbetrieb für Wasserwirtschaft, Küsten- und Naturschutz (NLWKN)","pressestelle@nlwkn.niedersachsen.de","Niedersachsen https://www.pegelonline.nlwkn.niedersachsen.de/Pegel/Binnenpegel/ID/111",708,4157550,5836050,54.59,310.17
"9316288","NEUHAUS-1","LIPPE","1971-11-10","2021-12-31","Validation","Ministerium für Umwelt, Naturschutz und Verkehr des Landes Nordrhein-Westfalen","poststelle@munv.nrw.de","",101.8,4274250,5739650,257.22,520.46
"9316293","WEINE","ALME","1950-11-10","2021-12-31","Validation","Ministerium für Umwelt, Naturschutz und Verkehr des Landes Nordrhein-Westfalen","poststelle@munv.nrw.de","",143,4259550,5717950,381.99,409.03
"9316310","KICKENBACH","LENNE","1951-11-10","2022-01-04","Training","Ministerium für Umwelt, Naturschutz und Verkehr des Landes Nordrhein-Westfalen","poststelle@munv.nrw.de","",186,4226950,5671150,541.02,695.08
"9316315","HAGEN-ANBROCK","VOLME","1950-11-10","2021-11-18","Validation","Ministerium für Umwelt, Naturschutz und Verkehr des Landes Nordrhein-Westfalen","poststelle@munv.nrw.de","",194,4187850,5697850,361.92,739.48
"9316316","HAGEN-HASPE","ENNEPE","1950-11-09","2022-02-15","Training","Ministerium für Umwelt, Naturschutz und Verkehr des Landes Nordrhein-Westfalen","poststelle@munv.nrw.de","",154,4181033.18,5700404.92,305.14,665.91
"9316325","BROEL","BROEL","1969-09-25","2018-12-31","Training","Ministerium für Umwelt, Naturschutz und Verkehr des Landes Nordrhein-Westfalen","poststelle@munv.nrw.de","",215,4170150,5638350,238.01,678.06
"9316337","FRIEDRICHSTHAL","WIED","1955-11-01","2019-12-31","Training","Landesamt für Umwelt Rheinland-Pfalz","poststelle@lfu.rlp.de","",697,4177350,5606050,289.1,385.28
"9316342","BIEDENKOPF","LAHN","1950-11-01","2022-08-22","Validation","Hessisches Landesamt für Naturschutz, Umwelt und Geologie (HLNUG)","https://www.hlnug.de/kontaktformular","",304.2,4256003.39,5647232.29,470.04,566.49
"9316343","MARBURG","LAHN","1955-11-01","2019-12-31","Validation","GRDC","https://grdc.bafg.de/","",1667,4268250,5623550,334.9,290.1
"9316350","ASSLAR","DILL","1962-11-01","2019-12-31","Validation","GRDC","https://grdc.bafg.de/","",692.2,4249350,5611950,383.73,430.07
"9316352","MICHELBACH","AAR","1960-11-01","2022-08-23","Validation","Hessisches Landesamt für Naturschutz, Umwelt und Geologie (HLNUG)","https://www.hlnug.de/kontaktformular","",143.7,4219250,5574450,388.4,257.7
"9316354","SCHULEMUHLE","MUHLBACH","1972-11-01","2019-12-31","Validation","Landesamt für Umwelt Rheinland-Pfalz","poststelle@lfu.rlp.de","",145,4200750,5580250,338.72,214.67
"9316355","GEISLINGEN-(BRUECKE)","FILS","1953-11-01","2019-12-31","Validation","GRDC","https://grdc.bafg.de/","",137.6,4339350,5389850,673.23,557.72
"9316383","MITTELROT","FICHTENBERGER-ROT","1926-11-01","2019-12-31","Validation","GRDC","https://grdc.bafg.de/","",125.9,4334750,5429950,457.46,455.82
"9316405","HANAU","KINZIG","1956-11-01","2019-12-31","Training","GRDC","https://grdc.bafg.de/","",921,4281950,5559550,296.8,340.06
"9316407","ILBENSTADT","NIDDA","1957-11-01","2022-08-23","Validation","Hessisches Landesamt für Naturschutz, Umwelt und Geologie (HLNUG)","https://www.hlnug.de/kontaktformular","",1072,4271950,5576950,228.55,184.56
"9316408","FRIEDBERG","USA","1961-11-01","2022-08-22","Validation","Hessisches Landesamt für Naturschutz, Umwelt und Geologie (HLNUG)","https://www.hlnug.de/kontaktformular","",183,4270750,5582150,295.45,195.13
"9316410","WINDECKEN","NIDDER","1955-11-01","2022-08-22","Validation","Hessisches Landesamt für Naturschutz, Umwelt und Geologie (HLNUG)","https://www.hlnug.de/kontaktformular","",392.6,4277350,5570550,268.85,295.9
"9316412","EPPSTEIN","SCHWARZBACH","1955-11-01","2019-12-31","Validation","GRDC","https://grdc.bafg.de/","",108,4242707.08,5562058.46,374.43,259.21
"9316421","SCHWUERBITZ","MAIN","1940-11-01","2021-12-31","Validation","Bayerisches Landesamt für Umwelt","www.gkd.bayern.de","",2424,4439350,5558950,480.75,397.59
"9316426","BAYREUTH","ROTER-MAIN","1924-11-01","2019-12-31","Validation","GRDC","https://grdc.bafg.de/","",333,4469150,5534950,486.42,300.48
"9316439","RASCH","SCHWARZACH","1920-11-01","2019-12-31","Validation","GRDC","https://grdc.bafg.de/","",209,4454976.1,5470401.89,488,316.9
"9316441","ERLANGEN","SCHWABACH","1935-11-01","2021-12-31","Validation","Bayerisches Landesamt für Umwelt","www.gkd.bayern.de","",185,4429050,5496750,378.54,244.22
"9316447","BAD-MERGENTHEIM","TAUBER","1929-11-01","2019-12-31","Validation","GRDC","https://grdc.bafg.de/","",1013,4339150,5486650,380.77,201.14
"9316458","HARRESHAUSEN","GERSPRENZ","1955-11-01","2019-12-31","Validation","GRDC","https://grdc.bafg.de/","",461,4284150,5541950,214.13,214.5
"9316464","ROTTWEIL","NECKAR","1938-11-01","2019-12-31","Training","GRDC","https://grdc.bafg.de/","",454,4250150,5341950,701.65,347.26
"9316479","NEUSTADT","REMS","1922-11-01","2019-12-31","Training","GRDC","https://grdc.bafg.de/","",569,4303350,5415950,398.48,383.35
"9316480","OPPENWEILER","MURR","1936-11-01","2019-12-31","Training","GRDC","https://grdc.bafg.de/","",180,4314850,5431150,424.79,407.39
"9316483","PFORZHEIM","ENZ","1931-12-14","2019-12-31","Validation","GRDC","https://grdc.bafg.de/","",1476,4260350,5422950,568.17,374.27
"9316494","OHRNBERG","OHRN","1941-11-01","2019-12-31","Validation","GRDC","https://grdc.bafg.de/","",152,4315450,5458850,340.94,336.99
"9316522","HELLWEGE","WUMME","2000-01-02","2017-12-30","Training","Niedersächsischer Landesbetrieb für Wasserwirtschaft, Küsten- und Naturschutz (NLWKN)","pressestelle@nlwkn.niedersachsen.de","Niedersachsen https://www.pegelonline.nlwkn.niedersachsen.de/Pegel/Binnenpegel/ID/322",955,4313050,5886250,44.75,336.92
"9316524","ROCKSTEDT","OSTE","2000-01-02","2017-12-30","Validation","Niedersächsischer Landesbetrieb für Wasserwirtschaft, Küsten- und Naturschutz (NLWKN)","pressestelle@nlwkn.niedersachsen.de","Niedersachen https://www.pegelonline.nlwkn.niedersachsen.de/Pegel/Binnenpegel/ID/502",604,4311550,5915950,32.03,316.68
"9316529","SCHLEUSINGEN","NAHE-(THUERINGEN)","1999-11-01","2019-12-31","Validation","Thüringen, Landesamt für Umwelt, Bergbau und Naturschutz","presse@tlubn.thueringen.de","Thueringen, https://tlubn.thueringen.de/wasser/oberflaechengewaesser/wassermenge-quantitative-hydrologie",114,4411058.51,5597642.37,591.05,569.84
"9316534","ARENSHAUSEN","LEINE","1959-11-01","2017-12-31","Validation","Thüringen, Landesamt für Umwelt, Bergbau und Naturschutz","presse@tlubn.thueringen.de","Thueringen, https://tlubn.thueringen.de/wasser/oberflaechengewaesser/wassermenge-quantitative-hydrologie",275,4358828.85,5695728.83,351.38,305.82
